Casting No. / Batch No.,Zn,Fe,Si,Cu,In,Mg,Sn,Ti,Cd,Ga,B,Na,Ni,Oth,V,Al(By Diff)
26A0266223,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0266224,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0254218,0.0017,0.069,0.067,0.0006,,0.0101,,0.0007,,0.0109,0.0025,0.0046,0.0023,0.01,0.0082,99.815
26A0254220,0.0017,0.069,0.067,0.0006,,0.0101,,0.0007,,0.0109,0.0025,0.0046,0.0023,0.01,0.0082,99.815
26A0254222,0.0017,0.069,0.067,0.0006,,0.0101,,0.0007,,0.0109,0.0025,0.0046,0.0023,0.01,0.0082,99.815
26A0259112,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26A0261120,0.0017,0.078,0.089,0.0007,,0.012,,0.0009,,0.0107,0.0029,0.0054,0.0025,0.01,0.0093,99.78
26A0261204,0.0017,0.078,0.089,0.0007,,0.012,,0.0009,,0.0107,0.0029,0.0054,0.0025,0.01,0.0093,99.78
26A0264113,0.0015,0.066,0.063,0.0004,,0.001,,0.0007,,0.0108,0.0031,0.005,0.0025,0.01,0.0089,99.83
26A0264114,0.0015,0.066,0.063,0.0004,,0.001,,0.0007,,0.0108,0.0031,0.005,0.0025,0.01,0.0089,99.83
26A0264201,0.0015,0.066,0.063,0.0004,,0.001,,0.0007,,0.0108,0.0031,0.005,0.0025,0.01,0.0089,99.83
26E0317418,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26A0271202,0.0015,0.093,0.07,0.0007,,0.0026,,0.0007,,0.0107,0.0026,0.0063,0.0023,0.01,0.0081,99.794
26A0271203,0.0015,0.093,0.07,0.0007,,0.0026,,0.0007,,0.0107,0.0026,0.0063,0.0023,0.01,0.0081,99.794
26A0270209,0.0016,0.082,0.079,0.0005,,0.0088,,0.0012,,0.0114,0.0027,0.0047,0.0025,0.01,0.008,99.79
26A0270210,0.0016,0.082,0.079,0.0005,,0.0088,,0.0012,,0.0114,0.0027,0.0047,0.0025,0.01,0.008,99.79
26A0270211,0.0016,0.082,0.079,0.0005,,0.0088,,0.0012,,0.0114,0.0027,0.0047,0.0025,0.01,0.008,99.79
26D0268339,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26D0268340,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26D0268341,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26B0315104,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315213,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315214,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315112,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315113,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315114,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26F0256405,0.0024,0.158,0.062,0.0007,,0.0026,,0.0147,,0.0106,0.0049,0.0013,0.0025,0.01,0.0052,99.728
26F0234309,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234310,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234311,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26A0279140,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26A0279141,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26B0322125,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26E0330423,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330424,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0332417,0.0016,0.084,0.069,0.0005,,0.0041,,0.0011,,0.011,0.003,0.0035,0.003,0.01,0.0081,99.803
26A0278131,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278132,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278133,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26E0329404,0.0018,0.075,0.071,0.0007,,0.0111,,0.0008,,0.0106,0.0018,0.0047,0.0023,0.01,0.007,99.806
26A0278153,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278154,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26B0320117,0.0018,0.081,0.076,0.0004,,0.0044,,0.0009,,0.0109,0.0027,0.0045,0.0031,0.01,0.0095,99.796
26C0284101,0.0018,0.085,0.059,0.0005,,0.001,,0.0007,,0.0106,0.0017,0.003,0.0033,0.01,0.0053,99.82
26C0284113,0.0018,0.085,0.059,0.0005,,0.001,,0.0007,,0.0106,0.0017,0.003,0.0033,0.01,0.0053,99.82
26A0279106,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26B0321118,0.0017,0.074,0.078,0.0005,,0.0077,,0.0008,,0.0109,0.0021,0.0039,0.0031,0.01,0.0074,99.801
26B0321119,0.0017,0.074,0.078,0.0005,,0.0077,,0.0008,,0.0109,0.0021,0.0039,0.0031,0.01,0.0074,99.801
26E0330312,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330413,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330414,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26B0322107,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26B0322108,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26B0322109,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26B0308217,0.0016,0.066,0.064,0.0009,,0.0025,,0.0007,,0.0108,0.0032,0.0054,0.0023,0.01,0.0097,99.826
26B0322113,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26B0322114,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26F0256404,0.0024,0.158,0.062,0.0007,,0.0026,,0.0147,,0.0106,0.0049,0.0013,0.0025,0.01,0.0052,99.728
26A0257120,0.0016,0.093,0.065,0.0005,,0.0033,,0.0007,,0.0106,0.0026,0.005,0.0023,0.01,0.0089,99.8
26B0295205,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26C0278221,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26C0279213,0.0017,0.071,0.069,0.0006,,0.0081,,0.0009,,0.0109,0.0026,0.0062,0.0023,0.01,0.009,99.811
26C0279214,0.0017,0.071,0.069,0.0006,,0.0081,,0.0009,,0.0109,0.0026,0.0062,0.0023,0.01,0.009,99.811
26B0306108,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306109,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306110,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26D0273402,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26E0318311,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318312,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26A0266204,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0266205,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0266206,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0262113,0.0016,0.066,0.058,0.0005,,0.0015,,0.0006,,0.0111,0.003,0.0033,0.0026,0.01,0.0081,99.836
26A0262114,0.0016,0.066,0.058,0.0005,,0.0015,,0.0006,,0.0111,0.003,0.0033,0.0026,0.01,0.0081,99.836
26A0262115,0.0016,0.066,0.058,0.0005,,0.0015,,0.0006,,0.0111,0.003,0.0033,0.0026,0.01,0.0081,99.836
26C0268118,0.0016,0.074,0.072,0.0004,,0.0076,,0.0009,,0.0113,0.0021,0.003,0.0027,0.01,0.0069,99.81
26C0268119,0.0016,0.074,0.072,0.0004,,0.0076,,0.0009,,0.0113,0.0021,0.003,0.0027,0.01,0.0069,99.81
26C0276204,0.0015,0.074,0.07,0.0006,,0.0021,,0.0007,,0.0111,0.0029,0.0047,0.0026,0.01,0.0084,99.814
26A0267221,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0267222,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0267223,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0269105,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269106,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26A0269110,0.0015,0.073,0.067,0.0007,,0.0079,,0.0008,,0.0109,0.0029,0.0052,0.0025,0.01,0.0084,99.811
26E0322403,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26A0245107,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26A0245213,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26A0246203,0.0016,0.068,0.061,0.0006,,0.0009,,0.0007,,0.0112,0.0023,0.0029,0.0027,0.01,0.0084,99.832
26A0246205,0.0016,0.068,0.061,0.0006,,0.0009,,0.0007,,0.0112,0.0023,0.0029,0.0027,0.01,0.0084,99.832
26A0246206,0.0016,0.068,0.061,0.0006,,0.0009,,0.0007,,0.0112,0.0023,0.0029,0.0027,0.01,0.0084,99.832
26B0295204,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26E0317314,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26E0317315,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26E0317404,0.0019,0.068,0.065,0.0002,,0.005,,0.0007,,0.0107,0.0024,0.0032,0.0026,0.01,0.0082,99.826
26B0314213,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26B0314214,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26B0314215,0.0017,0.07,0.071,0.0004,,0.005,,0.0009,,0.0107,0.0028,0.0048,0.0034,0.01,0.0093,99.813
26B0307109,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307113,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307114,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26E0322417,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26E0322418,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26F0250416,0.0016,0.076,0.072,0.0007,,0.012,,0.0009,,0.0106,0.0027,0.0065,0.0023,0.01,0.0081,99.798
26A0257206,0.0016,0.093,0.065,0.0005,,0.0033,,0.0007,,0.0106,0.0026,0.005,0.0023,0.01,0.0089,99.8
26B0295118,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26F0253421,0.0015,0.062,0.064,0.0004,,0.0013,,0.0007,,0.0109,0.0024,0.0029,0.0023,0.01,0.0075,99.837
26E0316415,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26F0246414,0.0015,0.083,0.065,0.0006,,0.0063,,0.0008,,0.0108,0.0021,0.0025,0.0023,0.01,0.007,99.811
26F0246415,0.0015,0.083,0.065,0.0006,,0.0063,,0.0008,,0.0108,0.0021,0.0025,0.0023,0.01,0.007,99.811
26D0270312,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26D0270313,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26D0270315,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26B0303121,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26B0304203,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26B0304204,0.0017,0.07,0.063,0.0006,,0.002,,0.0008,,0.0109,0.0028,0.0058,0.0021,0.01,0.0091,99.824
26D0267309,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26D0267310,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26D0267311,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26B0296215,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296216,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296217,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26A0250213,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26F0233321,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26A0243120,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243121,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243122,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26F0234409,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234410,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234411,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26E0299434,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299435,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299436,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26B0285207,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0285210,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26B0285211,0.0017,0.069,0.058,0.0008,,0.0025,,0.0006,,0.0109,0.0025,0.0037,0.0022,0.01,0.0086,99.834
26E0300407,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26E0300408,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26F0237302,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26A0244207,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0245210,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26A0245211,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26A0243123,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243124,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26A0243125,0.0019,0.074,0.063,0.0002,,0.0008,,0.0007,,0.0107,0.0025,0.0028,0.0024,0.01,0.0082,99.825
26E0297405,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297406,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297407,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26F0234414,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26A0241116,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26A0241117,0.002,0.078,0.073,0.0006,,0.0082,,0.0009,,0.011,0.0023,0.0043,0.0027,0.01,0.0075,99.802
26E0318314,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318315,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318316,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26F0233320,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26F0238324,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238326,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238327,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238334,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238335,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26F0238336,0.0015,0.068,0.059,0.0005,,0.0022,,0.0007,,0.0107,0.0026,0.0026,0.0022,0.01,0.0089,99.834
26A0244210,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244213,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244217,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26E0300306,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26E0300307,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26E0300308,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26F0237405,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237406,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237407,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0234402,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234403,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26F0234404,0.0016,0.081,0.076,0.0005,,0.0021,,0.0006,,0.0114,0.0018,0.0034,0.0026,0.01,0.0058,99.806
26A0244214,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0245101,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26A0245102,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26C0260217,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26C0260219,0.0015,0.071,0.057,0.0006,,0.0007,,0.0009,,0.0113,0.0021,0.0043,0.0025,0.01,0.008,99.833
26E0300409,0.0017,0.082,0.072,0.0004,,0.0012,,0.0012,,0.0117,0.0028,0.0057,0.0029,0.01,0.0084,99.802
26E0298317,0.0017,0.076,0.074,0.0008,,0.0065,,0.0009,,0.0109,0.0025,0.0028,0.0024,0.01,0.0089,99.805
26E0299428,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299429,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26A0244121,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244205,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244206,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26F0233319,0.0016,0.079,0.074,0.0007,,0.0076,,0.0008,,0.0111,0.0019,0.0031,0.003,0.01,0.0071,99.802
26E0313304,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26A0245109,0.0015,0.071,0.058,0.0006,,0.0013,,0.0008,,0.0113,0.0028,0.0046,0.0027,0.01,0.0082,99.829
26E0301403,0.0015,0.074,0.068,0.0006,,0.001,,0.0008,,0.0111,0.0026,0.004,0.003,0.01,0.0088,99.816
26E0299408,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299409,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26E0299426,0.0016,0.085,0.084,0.0005,,0.009,,0.001,,0.0113,0.0024,0.0045,0.0028,0.01,0.0077,99.783
26A0244211,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26A0244212,0.0016,0.075,0.075,0.0004,,0.0113,,0.0007,,0.0117,0.002,0.0034,0.0027,0.01,0.0067,99.801
26B0284104,0.0016,0.079,0.078,0.0007,,0.0082,,0.0009,,0.0108,0.0023,0.0036,0.0024,0.01,0.0091,99.797
26F0237317,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237318,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26F0237319,0.0016,0.073,0.077,0.0005,,0.0097,,0.0013,,0.0114,0.0028,0.0047,0.0027,0.01,0.0088,99.799
26E0297403,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297404,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
26E0297408,0.0019,0.074,0.072,0.0004,,0.0073,,0.0011,,0.011,0.0026,0.0043,0.0026,0.01,0.0084,99.807
